year;competition_name;event_name;distance;time_limit;main_measurement_unit;second_measurement_unit;min_weight;max_weight;weights;deadlift;attempts;max_lifts;lifts_num;implements_num;implements
2022;Giants Live Strongman Classic;Dumbbell Medley;;75.0;s;reps;80.0;120.0;[80.0, 120.0];;;5;;5.0;
2022;Giants Live Strongman Classic;Hercules Hold;;;s;;;;;;;;;;
2022;Giants Live Strongman Classic;Farmer's Walk;;60.0;m;;150.0;150.0;[150.0];;;;;;
2022;Giants Live Strongman Classic;Deadlift;;60.0;reps;;360.0;360.0;[360.0];Axle bar;;1;;1;
2022;Giants Live Strongman Classic;Atlas Stones;;60.0;s;reps;120.0;200.0;[120.0, 200.0];;;5;;5.0;
2022;Giants Live World Open;Max Deadlift;;;kg;;;;;;;;;;
2022;Giants Live World Open;Medley;;;s;m;;;;;;;;;
2022;Giants Live World Open;Log Lift;;75.0;reps;;150.0;150.0;[150.0];;;;;;
2022;Giants Live World Open;Front Hold;;;s;;;;;;;;;;
2022;Giants Live World Open;Atlas Stones;;60.0;s;reps;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2022;Giants Live World Tour Finals;Nicol Stones;;;m;;139.0;139.0;[139.0];;;;;1;['']
2022;Giants Live World Tour Finals;Carry & Drag;40.0;60.0;s;;125.0;350.0;[125.0, 350.0];;;;;2;['anchor carry', 'chain drag']
2022;Giants Live World Tour Finals;Deadlift;;60.0;reps;;350.0;350.0;[350.0];Axle bar;;1;;1;
2022;Giants Live World Tour Finals;Dumbbell Press;;60.0;reps;;100.0;100.0;[100.0];;;;;;
2022;Giants Live World Tour Finals;Power Stairs;;60.0;s;reps;250.0;250.0;[250.0];;;15;;;
2021;Rogue Invitational;Max Deadlift;;;kg;;;;;Elephant bar;;;;;
2021;Rogue Invitational;Cyr Dumbbell Ladder;;150.0;s;reps;115.0;136.0;[115.0, 136.0];;;5.0;;5.0;
2021;Rogue Invitational;Wheel of Pain;;60.0;m;;9072.0;9072.0;[9072.0];;;;;;
2021;Rogue Invitational;Medley;;150.0;s;reps;163.0;454.0;[454.0, 163.0];;;4;;2;['yoke', 'log lift']
2021;Rogue Invitational;Inver Stones;;120.0;s;reps;125.0;191.0;[125.0, 191.0];;;5;;5.0;
2023;Rogue Invitational;Deadlift;;60.0;reps;;408.0;408.0;[408.0];;;;;;
2023;Rogue Invitational;Sled Pull;15.0;;s;m;;;;;;;;;
2023;Rogue Invitational;Rogue-a-Coaster;;;s;m;;;;;;;;;
2023;Rogue Invitational;Log Lift;;90.0;reps;;163.0;163.0;[163.0];;;;;;
2023;Rogue Invitational;The Duel;;;s;;;;;;;;;;
2020;Shaw Classic;Max Log Lift;;;kg;;;;;;;;;;
2020;Shaw Classic;Super Yoke;18.0;60.0;s;;500.0;500.0;[500.0];;;;;;
2020;Shaw Classic;Farmer's Walk;27.0;60.0;s;m;159.0;400.0;[159.0, 172.0, 400.0];;;;;3;"[""farmer's walk"", ""farmer's walk"", 'frame carry']"
2020;Shaw Classic;Max Deadlift;;;kg;;;;;;;;;;
2020;Shaw Classic;Dumbbell Press;;75.0;reps;;110.0;110.0;[110.0];;;;;;
2020;Shaw Classic;Atlas Stones;;60.0;s;reps;132.0;204.0;[132.0, 204.0];;;6;;6.0;
2021;Shaw Classic;Max Log Lift;;;kg;;;;;;;;;;
2021;Shaw Classic;Super Yoke;24.0;;s;;507.0;507.0;[507.0];;;;;;
2021;Shaw Classic;Bag Over Bar;;;s;bags;23.0;29.0;[23.0, 29.0];;;8.0;;8.0;
2021;Shaw Classic;Squat Lift;;;reps;;371.0;371.0;[371.0];;;;;;
2021;Shaw Classic;Max Deadlift;;;kg;;;;;Hummer tires;;;;;
2021;Shaw Classic;Medley;;;s;m;;;;;;;;;[]
2021;Shaw Classic;Dumbbell Press;;75.0;reps;;110.0;110.0;[110.0];;;;;;
2021;Shaw Classic;Atlas Stones;;60.0;s;stones;159.0;204.0;[159.0, 204.0];;;5;;5.0;
2022;Shaw Classic;Max Deadlift;;;kg;;;;;Hummer tires;;;;;
2022;Shaw Classic;Bag Over Bar;4.5;;bags;;22.0;29.0;[22.0, 29.0];;;8.0;;1;['']
2022;Shaw Classic;Super Yoke;20.0;;s;;506.0;506.0;[506.0];;;;;;
2022;Shaw Classic;Dumbbell Press;;75.0;reps;;110.0;110.0;[110.0];;;;;;
2022;Shaw Classic;Log Lift;;;reps;;200.0;200.0;[200.0];;;;;1;['']
2022;Shaw Classic;Medley;;;s;;318.0;363.0;[363.0, 318.0];;;;;2;['frame carry', 'vertical lift']
2022;Shaw Classic;Leg Press;;;reps;;907.0;907.0;[907.0];;;;;;
2022;Shaw Classic;Atlas Stones;;;s;stones;159.0;204.0;[159.0, 204.0];;;5;;5.0;
2023;Shaw Classic;Log Medley;;;reps;;;;;;;;;;
2023;Shaw Classic;Medley #1;;;s;;;;;;;;;;[]
2023;Shaw Classic;Leg Press;;;reps;;;;;;;;;;
2023;Shaw Classic;Atlas Stones;;;stones;;;;;;;;;;
2023;Shaw Classic;Max Deadlift;;;kg;;;;;Hummer tires;;;;;
2023;Shaw Classic;Chest Press;;;reps;;;;;;;;;;
2023;Shaw Classic;Bag Over Bar;;;implements;;;;;;;;;;
2023;Shaw Classic;Medley #2;;;stairs;;;;;;;;;;[]
2016;Ultimate Strongman World Championships;Super Yoke;20.0;;s;m;450.0;450.0;[450.0];;;;;;
2016;Ultimate Strongman World Championships;Max Deadlift;;;kg;;;;;;;;;;
2016;Ultimate Strongman World Championships;Tire Flip;20.0;;s;;400.0;400.0;[400.0];;;;;;
2016;Ultimate Strongman World Championships;Axle Press;;;s;reps;147.0;207.0;[147.0, 207.0];;;4.0;;4.0;
2016;Ultimate Strongman World Championships;Atlas Stones;;;s;reps;115.0;175.0;[115.0, 175.0];;;5.0;;5.0;
2017;Viking Apocalypse;Super Yoke;;;s;m;400.0;400.0;[400.0];;;;;;
2017;Viking Apocalypse;Log Lift;;;reps;;150.0;150.0;[150.0];;;;;;
2017;Viking Apocalypse;Tire Flip;;;s;;440.0;440.0;[440.0];;;;;;
2017;Viking Apocalypse;Deadlift;;;reps;;380.0;380.0;[380.0];Frame deadlift;;;;;
2017;Viking Apocalypse;Atlas Stones;;;s;reps;110.0;205.0;[110.0, 205.0];;;5;;5.0;
2018;Summermania;Farmer's Walk;40.0;;s;m;150.0;150.0;[150.0];;;;;;
2018;Summermania;Max Deadlift;;;kg;;;;;18-inch deadlift;;;;;
2018;Summermania;Log Medley;;;s;reps;120.0;200.0;[120.0, 200.0];;;5.0;;5.0;
2018;Summermania;Flag Hoist;;;s;reps;275.0;375.0;[275.0, 375.0];;;5;;5.0;
2018;Summermania;Atlas Stones;;;s;reps;115.0;175.0;[115.0, 175.0];;;5.0;;5.0;
1986;WSM Final;Arm Over Arm Pull;30.0;;;;7500.0;7500.0;[7500.0];;;;;;
1986;WSM Final;Carry & Drag;;;;;;;;;;;;;
1986;WSM Final;McGlashen Stones;;;;;70.0;150.0;[70.0, 150.0];;;5.0;;5.0;
1986;WSM Final;Car Flip;;;;;;;;;;;;;
1986;WSM Final;Crucifix Hold;;;;;12.5;12.5;[12.5];;;;;;
1986;WSM Final;Tug of War;;;;;;;;;;;;;
1986;WSM Final;Max Deadlift;;;;;;;;;;;;;
1986;WSM Final;Loading Race;;;;;;;;;;;;;
1997;WSM Final;Truck Pull;;;s;m;;;;;;;;;
1997;WSM Final;Log Lift;;;reps;;;;;;;;;;
1997;WSM Final;Car Flip;;;s;;;;;;;;;;
1997;WSM Final;Húsafell Stone;;;m;;;;;;;;;;
1997;WSM Final;Max Squat;;;kg;;;;;;;;;;
1997;WSM Final;Loading Race;;;s;implements;105.0;105.0;[105.0];;;6;;1;['each']
1997;WSM Final;Max Deadlift;;;kg;;;;;18-inch deadlift;;;;;
1997;WSM Final;Medley;;;s;;;;;;;;;;
1999;WSM Final;Super Yoke;30.0;;s;m;363.0;363.0;[363.0];;;;;;
1999;WSM Final;Max Deadlift;;;kg;;;;;;;;;;
1999;WSM Final;Arm Over Arm Pull;;;s;;300.0;300.0;[300.0];;;;;;
1999;WSM Final;Atlas Stones;;75.0;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
1999;WSM Final;Plane Pull;;;s;m;70000.0;70000.0;[70000.0];;;;;;
1999;WSM Final;Viking Press;;;reps;;121.0;121.0;[121.0];;;;;;
1999;WSM Final;Medley;;90.0;s;m;120.0;350.0;[120.0, 300.0, 350.0];;;4.0;;3;"[""farmer's walk"", 'tire flip', 'chain drag']"
2000;WSM Final;Super Yoke;25.0;;s;;363.0;363.0;[363.0];;;;;;
2000;WSM Final;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2000;WSM Final;Deadlift Hold;;;s;;;;;;;;;;
2000;WSM Final;Farmer's Walk;70.0;;s;;120.0;120.0;[120.0];;;;;;
2000;WSM Final;Truck Pull;;;s;;;;;;;;;;
2000;WSM Final;Fingal's Fingers;;;s;reps;200.0;300.0;[200.0, 300.0];;;5.0;;5.0;
2000;WSM Final;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2001;WSM Final;Carry & Flip;35.0;75.0;s;m;365.0;390.0;[365.0, 390.0];;;;;2;['yoke', 'tire']
2001;WSM Final;Squat Lift;;60.0;reps;;318.0;318.0;[318.0];;;;;;
2001;WSM Final;Farmer's Walk;60.0;;s;m;125.0;125.0;[125.0];;;;;;
2001;WSM Final;Log Lift;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2001;WSM Final;Vertical Lift;;;s;m;;;;;;;;;
2001;WSM Final;Conan's Wheel;;;;;;;;;;;;;
2001;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2002;WSM Final;Flip & Drag;30.0;75.0;s;m;300.0;400.0;[400.0, 300.0];;;;;2;['tire flip', 'chain drag']
2002;WSM Final;Farmer's Walk;75.0;75.0;s;m;120.0;120.0;[120.0];;;;;;
2002;WSM Final;Squat Lift;;;reps;;318.0;318.0;[318.0];;;;;;
2002;WSM Final;Truck Pull;30.0;75.0;s;m;;;;;;;;;
2002;WSM Final;Shield Carry;;;m;;175.0;175.0;[175.0];;;;;;
2002;WSM Final;Deadlift;;;reps;;;;;Car deadlift;;;;;
2002;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2003;WSM Final;Carry & Drag;30.0;;s;m;225.0;285.0;[225.0, 285.0];;;;;2;['duck walk', 'chain drag']
2003;WSM Final;Overhead Medley;;75.0;s;reps;135.0;165.0;[135.0, 165.0];;;4;;4.0;
2003;WSM Final;Hercules Hold;;;s;;160.0;160.0;[160.0];;;;;;
2003;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2003;WSM Final;Train Pull;25.0;75.0;s;;16000.0;16000.0;[16000.0];;;;;;
2003;WSM Final;Deadlift;;75.0;s;reps;295.0;365.0;[295.0, 365.0];;;7.0;;1;['']
2003;WSM Final;Farmer's Walk;75.0;75.0;s;;120.0;120.0;[120.0];;;;;;
2004;WSM Final;Medley;50.0;75.0;s;;100.0;160.0;[100.0, 160.0];;;;;2;"['anchor carry', ""farmer's walk""]"
2004;WSM Final;Fridge Carry;25.0;75.0;s;m;410.0;410.0;[410.0];;;;;;
2004;WSM Final;Deadlift;;;s;reps;;;;Car deadlift;;6;;;
2004;WSM Final;Squat Lift;;75.0;s;reps;265.0;370.0;[265.0, 370.0];;;7.0;;1;['']
2004;WSM Final;Safe Lift;;75.0;s;reps;120.0;120.0;[120.0];;;13;;;
2004;WSM Final;Truck Pull;;;s;;;;;;;;;;
2004;WSM Final;Loading Race;35.0;75.0;s;m;;;;;;;;;
2004;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2005;WSM Final;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2005;WSM Final;Hercules Hold;;;s;;160.0;160.0;[160.0];;;;;;
2005;WSM Final;Fridge Carry;20.0;75.0;s;m;410.0;410.0;[410.0];;;;;;
2005;WSM Final;Log Lift;;75.0;reps;;130.0;130.0;[130.0];;;;;;
2005;WSM Final;Squat Lift;;75.0;s;reps;260.0;360.0;[260.0, 360.0];;;7;;1;['']
2005;WSM Final;Ding Carry;;;m;;160.0;160.0;[160.0];;;;;;
2005;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2006;WSM Final;Deadlift;;75.0;reps;;310.0;310.0;[310.0];Car deadlift;;;;;
2006;WSM Final;Power Stairs;;90.0;s;;230.0;230.0;[230.0];;;23.0;;;
2006;WSM Final;Rock Press;;90.0;s;reps;103.0;133.0;[103.0, 133.0];;;4;;4.0;
2006;WSM Final;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2006;WSM Final;Bus Pull;20.0;75.0;m;;;;;;;;;;
2006;WSM Final;Car Walk;30.0;75.0;s;m;420.0;420.0;[420.0];;;;;;
2006;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2007;WSM Final;Loading Race;;75.0;s;reps;111.0;111.0;[111.0];;;16.0;;4.0;
2007;WSM Final;Safe Lift;;75.0;reps;;115.0;115.0;[115.0];;;;;;
2007;WSM Final;Fingal's Fingers;;75.0;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2007;WSM Final;Deadlift;;75.0;reps;;345.0;345.0;[345.0];Car deadlift;;;;;
2007;WSM Final;Truck Pull;;;s;m;;;;;;;;;
2007;WSM Final;Car Walk;25.0;75.0;s;;400.0;400.0;[400.0];;;;;;
2007;WSM Final;Atlas Stones;;75.0;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2008;WSM Final;Power Stairs;;75.0;s;stairs;225.0;225.0;[225.0];;;14.0;;;
2008;WSM Final;Car Walk;25.0;75.0;s;m;410.0;410.0;[410.0];;;;;;
2008;WSM Final;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2008;WSM Final;Deadlift;;75.0;reps;;;;;Car deadlift;;;;;
2008;WSM Final;Log Lift;;75.0;reps;;140.0;140.0;[140.0];;;;;;
2008;WSM Final;Plane Pull;25.0;75.0;s;m;40000.0;40000.0;[40000.0];;;;;;
2008;WSM Final;Atlas Stones;;75.0;s;;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2009;WSM Final;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2009;WSM Final;Farmer's Walk;50.0;75.0;s;m;160.0;160.0;[160.0];;;;;;
2009;WSM Final;Plane Pull;25.0;75.0;s;;40000.0;40000.0;[40000.0];;;;;;
2009;WSM Final;Axle Press;;;reps;;;;;;;;;;
2009;WSM Final;Arm Over Arm Pull;20.0;75.0;s;m;300.0;300.0;[300.0];;;;;;
2009;WSM Final;Deadlift;;75.0;reps;;;;;Car deadlift;;;;;
2009;WSM Final;Atlas Stones;;75.0;s;reps;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2010;WSM Final;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;9.0;;3.0;
2010;WSM Final;Keg Toss;4.0;75.0;s;reps;17.0;24.0;[17.0, 24.0];;;8;;1;['']
2010;WSM Final;Max Log Lift;;;kg;;;;;;;;;;
2010;WSM Final;Frame Carry;40.0;75.0;s;m;360.0;360.0;[360.0];;;;;;
2010;WSM Final;Deadlift;;75.0;reps;;355.0;355.0;[355.0];Car deadlift;;;;;
2010;WSM Final;Atlas Stones;;75.0;s;reps;100.0;180.0;[100.0, 180.0];;;5;;5.0;
2011;WSM Final;Frame Carry;30.0;75.0;s;m;375.0;375.0;[375.0];;;;;;
2011;WSM Final;Super Yoke;25.0;75.0;s;m;450.0;450.0;[450.0];;;;;;
2011;WSM Final;Truck Pull;30.0;75.0;s;m;10000.0;10000.0;[10000.0];;;;;;
2011;WSM Final;Max Deadlift;;;kg;;;;;;;;;;
2011;WSM Final;Log Lift;;75.0;reps;;155.0;155.0;[155.0];;;;;;
2011;WSM Final;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5;;5.0;
2012;WSM Final;Super Yoke;40.0;75.0;s;m;440.0;440.0;[440.0];;;;;;
2012;WSM Final;Max Log Lift;;;kg;;;;;;;;;;
2012;WSM Final;Bus Pull;25.0;75.0;s;m;24500.0;24500.0;[24500.0];;;;;;
2012;WSM Final;Deadlift;;60.0;reps;;360.0;360.0;[360.0];;;;;;
2012;WSM Final;Natural Stones;;75.0;s;reps;137.0;170.0;[137.0, 170.0];;;5;;5.0;
2012;WSM Final;Power Stairs;;75.0;s;stairs;225.0;225.0;[225.0];;;15.0;;;
2013;WSM Final;Frame Carry;30.0;60.0;s;m;375.0;375.0;[375.0];;;;;;
2013;WSM Final;Truck Pull;25.0;75.0;s;;16000.0;16000.0;[16000.0];;;;;;
2013;WSM Final;Super Yoke;20.0;60.0;s;;480.0;480.0;[480.0];;;;;;
2013;WSM Final;Max Deadlift;;;kg;;;;;;;;;;
2013;WSM Final;Overhead Medley;;75.0;s;reps;110.0;180.0;[110.0, 170.0, 120.0, 180.0];;;4.0;;4;['dumbbell', 'barbell', 'dumbbell', 'barbell']
2013;WSM Final;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2014;WSM Final;Loading Race;;60.0;s;reps;100.0;100.0;[100.0];;;9.0;;3.0;
2014;WSM Final;Overhead Medley;;60.0;s;reps;105.0;163.0;[105.0, 163.0];;;8.0;;2;['dumbbell', 'axle']
2014;WSM Final;Keg Toss;4.9;60.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2014;WSM Final;Truck Pull;25.0;60.0;s;m;24000.0;24000.0;[24000.0];;;;;;
2014;WSM Final;Squat Lift;;60.0;reps;;329.0;329.0;[329.0];;;;;;
2014;WSM Final;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2015;WSM Final;Super Yoke;20.0;60.0;s;m;500.0;500.0;[500.0];;;;;;
2015;WSM Final;Deadlift;;60.0;reps;;370.0;370.0;[370.0];;;;;;
2015;WSM Final;Truck Pull;25.0;60.0;m;;28000.0;28000.0;[28000.0];;;;;;
2015;WSM Final;Power Stairs;;60.0;s;stairs;225.0;225.0;[225.0];;;15.0;;;
2015;WSM Final;Max Log Lift;;;kg;;;;;;;;;;
2015;WSM Final;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2016;WSM Final;Frame Carry;30.0;60.0;s;m;375.0;375.0;[375.0];;;;;;
2016;WSM Final;Circus Barbell;;75.0;reps;;163.0;163.0;[163.0];;;;;;
2016;WSM Final;Max Deadlift;;;kg;;;;;;;;;;
2016;WSM Final;Plane Pull;25.0;60.0;m;;40000.0;40000.0;[40000.0];;;;;;
2016;WSM Final;Kettlebell Toss;4.8;60.0;s;reps;20.0;30.0;[20.0, 30.0];;;7.0;;1;['']
2016;WSM Final;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2017;WSM Final;Tire Flip;;60.0;s;;500.0;500.0;[500.0];;;;;;
2017;WSM Final;Squat Lift;;60.0;reps;;320.0;320.0;[320.0];;;;;;
2017;WSM Final;Viking Press;;60.0;reps;;160.0;160.0;[160.0];;;;;;
2017;WSM Final;Plane Pull;30.0;60.0;s;m;26000.0;26000.0;[26000.0];;;;;;
2017;WSM Final;Max Deadlift;;;kg;;;;;;;;;;
2017;WSM Final;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2018;WSM Final;Frame Carry;30.0;60.0;s;m;375.0;375.0;[375.0];;;;;;
2018;WSM Final;Deadlift;;60.0;reps;;386.0;386.0;[386.0];Car deadlift;;;;;
2018;WSM Final;Overhead Press;;;kg;;;;;;;1;;1;
2018;WSM Final;Bus Pull;25.0;60.0;s;;28000.0;28000.0;[28000.0];;;;;;
2018;WSM Final;Loading Race;10.0;75.0;s;reps;105.0;150.0;[105.0, 125.0, 120.0, 150.0, 120.0];;;5;;5;['anchor', 'anvil', 'keg', 'sack', 'safe']
2018;WSM Final;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2019;WSM Final;Loading Race;12.0;75.0;s;reps;120.0;140.0;[120.0, 140.0, 140.0];;;16.0;;3;['barrel', 'anvil', 'sacks']
2019;WSM Final;Overhead Medley;;60.0;s;reps;60.0;170.0;[60.0, 100.0, 160.0, 170.0];;;4;;4;['double dumbbells', 'circus dumbbell', 'circus barbell', 'log']
2019;WSM Final;Squat Lift;;75.0;reps;;340.0;340.0;[340.0];;;;;;
2019;WSM Final;Deadlift Hold;;;s;;320.0;320.0;[320.0];;;;;;
2019;WSM Final;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5;;5.0;
2020;WSM Final;Giant's Medley;25.0;75.0;s;m;125.0;454.0;[125.0, 454.0];;;;;2;['anvil', 'yoke']
2020;WSM Final;Max Deadlift;;;kg;;;;;18-inch deadlift;;;;;
2020;WSM Final;Keg Toss;4.5;60.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2020;WSM Final;Hercules Hold;;;s;;;;;;;;;;
2020;WSM Final;Log Ladder;;75.0;s;reps;131.0;182.5;[131.0, 182.5];;;5.0;;5.0;
2020;WSM Final;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2021;WSM Final;Giant's Medley;25.0;60.0;s;m;350.0;440.0;[440.0, 350.0];;;;;2;['yoke', 'frame']
2021;WSM Final;Titan's Turntable;30.0;75.0;s;;;;;;;;;;
2021;WSM Final;Keg Toss;;;m;;15.0;15.0;[15.0];;;;;;
2021;WSM Final;Max Log Lift;;;kg;;;;;;;;;;
2021;WSM Final;Deadlift;;60.0;reps;;350.0;350.0;[350.0];;;;;;
2021;WSM Final;Atlas Stones;;;s;reps;140.0;210.0;[140.0, 210.0];;;5;;5.0;
2022;WSM Final;Giant's Medley;;75.0;s;;125.0;455.0;[125.0, 455.0];;;3.0;;2;['boxes', 'yoke carry']
2022;WSM Final;Deadlift;;60.0;reps;;360.0;360.0;[360.0];Car deadlift;;;;;
2022;WSM Final;Flintstone Barbell;;;kg;;;;;;;;;;
2022;WSM Final;Bus Pull;30.0;75.0;s;;19000.0;19000.0;[19000.0];;;;;;
2022;WSM Final;Power Stairs;;75.0;s;reps;226.0;226.0;[226.0];;;9;;1;
2022;WSM Final;Atlas Stones;;60.0;s;reps;140.0;200.0;[140.0, 200.0];;;5;;5.0;
2023;WSM Final;Shield Carry;;;m;;190.0;190.0;[190.0];;;;;;
2023;WSM Final;Deadlift;;60.0;reps;;353.0;353.0;[353.0];;;;;;
2023;WSM Final;Fingal's Fingers;;60.0;s;reps;145.0;172.0;[145.0, 172.0];;;5;;5.0;
2023;WSM Final;Max Dumbbell;;;kg;;;;;;;;;;
2023;WSM Final;Bus Pull;25.0;60.0;s;;23000.0;23000.0;[23000.0];;;;;;
2023;WSM Final;Atlas Stones;;60.0;s;reps;140.0;210.0;[140.0, 210.0];;;5;;5.0;
2000;WSM Final - group;Super Yoke;25.0;;s;;355.0;355.0;[355.0];;;;;;
2000;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2000;WSM Final - group;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2000;WSM Final - group;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2000;WSM Final - group;Axle Press;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2000;WSM Final - group;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2000;WSM Final - group;Tire Flip;;25.0;s;;400.0;400.0;[400.0];;;;;;
2000;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2000;WSM Final - group;Deadlift Hold;;;s;;;;;;;;;;
2000;WSM Final - group;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2000;WSM Final - group;Fingal's Fingers;;;s;reps;200.0;300.0;[200.0, 300.0];;;5;;5.0;
2000;WSM Final - group;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2000;WSM Final - group;Tire Flip;;25.0;s;m;400.0;400.0;[400.0];;;;;;
2000;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2000;WSM Final - group;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2000;WSM Final - group;Basque Circle;;;;reps;350.0;350.0;[350.0];;;;;;
2000;WSM Final - group;Axle Press;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2000;WSM Final - group;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5.0;;5.0;
2000;WSM Final - group;Super Yoke;25.0;;s;m;355.0;355.0;[355.0];;;;;;
2000;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2000;WSM Final - group;Deadlift Hold;;;s;;;;;;;;;;
2000;WSM Final - group;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2000;WSM Final - group;Fingal's Fingers;;;s;reps;200.0;300.0;[200.0, 300.0];;;5.0;;5.0;
2000;WSM Final - group;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2000;WSM Final - group;Tire Flip;25.0;;s;;400.0;400.0;[400.0];;;;;;
2000;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2000;WSM Final - group;Power Stairs;;;s;stairs;200.0;200.0;[200.0];;;24.0;;;
2000;WSM Final - group;Basque Circle;;;;;350.0;350.0;[350.0];;;;;;
2000;WSM Final - group;Axle Press;;75.0;reps;;120.0;120.0;[120.0];;;;;;
2000;WSM Final - group;Atlas Stones;;;s;reps;95.0;160.0;[95.0, 160.0];;;5;;5.0;
2001;WSM Final - group;Carry & Drag;;;s;m;;;;;;;;;
2001;WSM Final - group;Arm Over Arm Pull;;;s;;;;;;;;;;
2001;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2001;WSM Final - group;Max Deadlift;;;kg;;;;;;;;;;
2001;WSM Final - group;Conan's Wheel;;;;;;;;;;;;;
2001;WSM Final - group;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2001;WSM Final - group;Carry & Drag;;;s;m;;;;;;;;;
2001;WSM Final - group;Fingal's Fingers;;;s;reps;;;;;;4;;;
2001;WSM Final - group;Arm Over Arm Pull;;;s;;;;;;;;;;
2001;WSM Final - group;Hercules Hold;;;s;;;;;;;;;;
2001;WSM Final - group;Max Deadlift;;;kg;;;;;;;;;;
2001;WSM Final - group;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5.0;;5.0;
2001;WSM Final - group;Carry & Flip;;;s;m;;;;;;;;;
2001;WSM Final - group;Arm Over Arm Pull;;;s;;;;;;;;;;
2001;WSM Final - group;Africa Stone;;;m;;175.0;175.0;[175.0];;;;;;
2001;WSM Final - group;Max Deadlift;;;kg;;;;;;;;;;
2001;WSM Final - group;Conan's Wheel;;;;;;;;;;;;;
2001;WSM Final - group;Atlas Stones;;;s;reps;100.0;160.0;[100.0, 160.0];;;5;;5.0;
2002;WSM Final - group;Carry & Drag;35.0;75.0;m;;120.0;300.0;[120.0, 300.0];;;;;2;"[""farmer's walk"", 'chain drag']"
2002;WSM Final - group;Weight Throw;;;m;reps;25.0;25.0;[25.0];;2.0;0;;0;[]
